354.12; evolves from : ;403.10;
362.12; evolves from : ;411.10;
367.12; evolves from : ;366.10;366.11;366.12;365.11;365.12;
9.15; evolves from : ;7.13;7.14;7.15;
22.15; evolves from : ;21.13;
24.15; evolves from : ;23.13;
26.15; evolves from : ;172.13;25.13;25.14;25.15;172.14;172.15;
31.15; evolves from : ;29.13;30.15;29.14;29.15;
45.15; evolves from : ;43.13;44.14;43.14;
49.15; evolves from : ;48.13;49.13;48.14;48.15;
53.15; evolves from : ;52.13;52.14;52.15;
55.15; evolves from : ;54.13;54.14;
62.15; evolves from : ;60.13;61.13;
65.15; evolves from : ;63.13;64.15;63.14;63.15;
76.15; evolves from : ;75.14;
97.15; evolves from : ;96.14;
103.15; evolves from : ;102.13;
105.15; evolves from : ;104.13;
106.15; evolves from : ;106.13;
107.15; evolves from : ;106.13;
122.15; evolves from : ;258.13;
134.15; evolves from : ;197.15;
135.15; evolves from : ;197.15;
136.15; evolves from : ;197.15;
143.15; evolves from : ;143.13;
144.15; evolves from : ;144.13;
151.15; evolves from : ;151.14;
162.15; evolves from : ;161.13;
164.15; evolves from : ;163.13;163.14;
171.15; evolves from : ;170.13;170.14;170.15;
182.15; evolves from : ;43.13;44.14;43.14;
186.15; evolves from : ;60.13;61.13;
196.15; evolves from : ;197.15;
206.15; evolves from : ;206.14;
217.15; evolves from : ;216.13;
232.15; evolves from : ;232.13;
237.15; evolves from : ;106.13;
242.15; evolves from : ;113.14;
245.15; evolves from : ;245.13;
254.15; evolves from : ;190.13;
255.15; evolves from : ;255.13;
263.15; evolves from : ;81.15;
265.15; evolves from : ;265.13;
266.15; evolves from : ;114.13;
267.15; evolves from : ;239.13;125.15;
271.15; evolves from : ;197.15;
272.15; evolves from : ;197.15;
284.15; evolves from : ;282.13;282.14;282.15;
288.15; evolves from : ;287.15;286.14;
289.15; evolves from : ;382.15;
293.15; evolves from : ;291.13;293.14;292.15;
295.15; evolves from : ;295.13;
304.15; evolves from : ;303.15;
313.15; evolves from : ;311.13;311.14;311.15;
318.15; evolves from : ;318.13;
335.15; evolves from : ;335.13;
336.15; evolves from : ;396.15;395.15;
338.15; evolves from : ;399.14;
339.15; evolves from : ;197.15;
342.15; evolves from : ;342.13;
343.15; evolves from : ;343.13;
345.15; evolves from : ;345.13;
346.15; evolves from : ;346.14;
352.15; evolves from : ;400.13;
356.15; evolves from : ;382.15;
367.15; evolves from : ;367.13;
6.18; evolves from : ;4.16;5.17;4.17;4.18;
47.18; evolves from : ;46.16;46.17;
49.18; evolves from : ;48.16;48.17;
53.18; evolves from : ;52.16;
57.18; evolves from : ;56.16;56.17;
59.18; evolves from : ;58.16;58.17;
62.18; evolves from : ;60.16;60.17;
71.18; evolves from : ;69.16;70.16;70.17;69.17;
76.18; evolves from : ;74.16;
87.18; evolves from : ;86.17;
89.18; evolves from : ;88.16;89.16;89.17;88.17;
91.18; evolves from : ;90.16;
94.18; evolves from : ;92.16;
107.18; evolves from : ;106.17;106.18;107.17;237.17;
110.18; evolves from : ;109.16;109.17;
134.18; evolves from : ;133.16;135.18;196.18;272.18;133.17;
136.18; evolves from : ;133.16;135.18;196.18;272.18;133.17;
144.18; evolves from : ;144.16;
149.18; evolves from : ;147.16;148.17;
166.18; evolves from : ;165.16;
168.18; evolves from : ;167.16;168.17;167.17;
186.18; evolves from : ;60.16;60.17;
195.18; evolves from : ;194.16;195.17;194.17;
197.18; evolves from : ;133.16;135.18;196.18;272.18;133.17;
199.18; evolves from : ;79.16;80.18;79.17;79.18;
205.18; evolves from : ;204.16;
208.18; evolves from : ;95.16;
210.18; evolves from : ;209.16;
219.18; evolves from : ;218.17;
225.18; evolves from : ;225.16;
229.18; evolves from : ;228.16;
234.18; evolves from : ;234.17;
237.18; evolves from : ;106.17;106.18;107.17;237.17;
245.18; evolves from : ;245.16;
250.18; evolves from : ;250.16;
265.18; evolves from : ;265.16;
270.18; evolves from : ;193.17;
271.18; evolves from : ;133.16;135.18;196.18;272.18;133.17;
273.18; evolves from : ;207.16;
281.18; evolves from : ;279.16;280.17;
284.18; evolves from : ;282.16;282.17;282.18;
288.18; evolves from : ;285.16;287.18;286.17;285.17;
310.18; evolves from : ;310.17;
313.18; evolves from : ;311.16;311.17;311.18;
321.18; evolves from : ;319.16;
324.18; evolves from : ;322.16;
338.18; evolves from : ;338.17;399.17;
339.18; evolves from : ;133.16;135.18;196.18;272.18;133.17;
360.18; evolves from : ;408.16;
361.18; evolves from : ;409.17;
12.20; evolves from : ;10.19;11.19;12.19;
20.20; evolves from : ;19.19;20.19;19.20;
24.20; evolves from : ;23.19;23.20;
26.20; evolves from : ;172.19;25.19;25.20;
45.20; evolves from : ;43.19;43.20;
47.20; evolves from : ;46.19;
51.20; evolves from : ;50.19;
55.20; evolves from : ;54.19;
62.20; evolves from : ;60.19;
68.20; evolves from : ;66.20;
78.20; evolves from : ;77.19;77.20;
80.20; evolves from : ;79.19;
85.20; evolves from : ;84.19;84.20;
97.20; evolves from : ;96.19;96.20;
101.20; evolves from : ;100.19;100.20;
105.20; evolves from : ;104.19;104.20;
106.20; evolves from : ;236.19;
107.20; evolves from : ;236.19;
130.20; evolves from : ;129.19;
134.20; evolves from : ;133.19;271.19;339.19;339.20;
135.20; evolves from : ;133.19;271.19;339.19;339.20;
136.20; evolves from : ;133.19;271.19;339.19;339.20;
157.20; evolves from : ;155.19;
160.20; evolves from : ;158.19;
164.20; evolves from : ;163.19;163.20;
171.20; evolves from : ;170.19;170.20;
181.20; evolves from : ;180.20;
182.20; evolves from : ;43.19;43.20;
186.20; evolves from : ;60.19;
192.20; evolves from : ;191.20;
196.20; evolves from : ;133.19;271.19;339.19;339.20;
197.20; evolves from : ;133.19;271.19;339.19;339.20;
199.20; evolves from : ;79.19;
201.20; evolves from : ;201.19;
203.20; evolves from : ;203.19;
205.20; evolves from : ;204.19;
214.20; evolves from : ;214.19;
219.20; evolves from : ;218.19;218.20;
229.20; evolves from : ;228.19;
237.20; evolves from : ;236.19;
255.20; evolves from : ;200.20;
256.20; evolves from : ;198.19;198.20;
263.20; evolves from : ;81.19;81.20;
264.20; evolves from : ;108.19;
266.20; evolves from : ;114.19;114.20;
271.20; evolves from : ;133.19;271.19;339.19;339.20;
272.20; evolves from : ;133.19;271.19;339.19;339.20;
278.20; evolves from : ;276.19;
281.20; evolves from : ;279.19;
284.20; evolves from : ;282.19;282.20;
288.20; evolves from : ;285.19;286.19;287.20;286.20;
313.20; evolves from : ;311.19;311.20;
318.20; evolves from : ;316.19;
321.20; evolves from : ;319.19;
324.20; evolves from : ;322.19;
332.20; evolves from : ;388.19;388.20;
337.20; evolves from : ;397.19;
338.20; evolves from : ;399.19;
342.20; evolves from : ;342.19;
355.20; evolves from : ;355.19;
359.20; evolves from : ;406.19;406.20;
367.20; evolves from : ;365.19;
368.20; evolves from : ;414.19;
9.22; evolves from : ;7.22;
12.22; evolves from : ;10.21;11.21;12.21;
31.22; evolves from : ;29.21;30.21;30.22;29.22;
62.22; evolves from : ;60.21;
76.22; evolves from : ;74.21;75.22;74.22;
78.22; evolves from : ;77.21;77.22;
83.22; evolves from : ;83.21;
85.22; evolves from : ;84.21;84.22;
97.22; evolves from : ;96.21;
101.22; evolves from : ;100.21;100.22;
105.22; evolves from : ;104.22;
139.22; evolves from : ;138.21;
145.22; evolves from : ;145.21;
186.22; evolves from : ;60.21;
189.22; evolves from : ;187.21;
196.22; evolves from : ;134.22;135.22;136.22;
197.22; evolves from : ;134.22;135.22;136.22;
199.22; evolves from : ;79.21;80.22;
230.22; evolves from : ;116.21;
232.22; evolves from : ;231.21;231.22;
254.22; evolves from : ;190.22;
255.22; evolves from : ;200.22;
256.22; evolves from : ;198.22;
265.22; evolves from : ;111.22;
271.22; evolves from : ;134.22;135.22;136.22;
272.22; evolves from : ;134.22;135.22;136.22;
273.22; evolves from : ;207.22;
284.22; evolves from : ;282.21;282.22;
318.22; evolves from : ;316.21;
339.22; evolves from : ;134.22;135.22;136.22;
3.24; evolves from : ;1.23;2.23;1.24;
18.24; evolves from : ;16.23;17.24;
31.24; evolves from : ;29.23;30.23;
34.24; evolves from : ;32.23;33.23;
38.24; evolves from : ;37.23;
45.24; evolves from : ;44.23;44.24;
49.24; evolves from : ;48.23;
55.24; evolves from : ;54.24;
57.24; evolves from : ;56.23;57.23;
59.24; evolves from : ;58.23;
62.24; evolves from : ;60.23;61.23;186.23;186.24;60.24;
80.24; evolves from : ;80.23;
121.24; evolves from : ;120.24;
135.24; evolves from : ;133.23;134.24;197.23;197.24;271.24;
136.24; evolves from : ;133.23;134.24;197.23;197.24;271.24;
139.24; evolves from : ;138.23;
142.24; evolves from : ;142.23;
150.24; evolves from : ;150.23;
162.24; evolves from : ;161.23;
171.24; evolves from : ;170.23;170.24;
182.24; evolves from : ;44.23;44.24;
196.24; evolves from : ;133.23;134.24;197.23;197.24;271.24;
199.24; evolves from : ;80.23;
205.24; evolves from : ;205.23;204.24;
213.24; evolves from : ;213.23;
230.24; evolves from : ;116.23;
232.24; evolves from : ;231.23;
242.24; evolves from : ;113.23;113.24;
264.24; evolves from : ;108.24;
272.24; evolves from : ;133.23;134.24;197.23;197.24;271.24;
275.24; evolves from : ;137.23;
281.24; evolves from : ;279.23;
284.24; evolves from : ;282.23;282.24;
288.24; evolves from : ;285.23;286.23;287.24;288.23;286.24;
309.24; evolves from : ;385.23;
339.24; evolves from : ;133.23;134.24;197.23;197.24;271.24;
356.24; evolves from : ;289.24;
359.24; evolves from : ;406.23;
383.24; evolves from : ;294.23;
18.26; evolves from : ;16.172;16.25;
28.26; evolves from : ;27.25;27.26;
38.26; evolves from : ;37.25;
53.26; evolves from : ;52.172;52.25;52.26;
55.26; evolves from : ;54.25;
59.26; evolves from : ;58.25;
68.26; evolves from : ;66.25;
76.26; evolves from : ;74.25;
89.26; evolves from : ;88.172;
101.26; evolves from : ;100.172;100.25;101.25;100.26;
106.26; evolves from : ;106.25;107.26;
130.26; evolves from : ;129.25;
134.26; evolves from : ;133.172;133.25;134.25;135.26;136.25;136.26;196.25;196.26;197.25;197.26;272.26;339.25;339.26;339.172;
149.26; evolves from : ;147.172;149.25;
150.26; evolves from : ;150.172;150.25;
154.26; evolves from : ;152.25;
166.26; evolves from : ;165.172;
171.26; evolves from : ;170.172;170.25;170.26;
199.26; evolves from : ;79.25;80.25;80.26;
201.26; evolves from : ;201.25;
212.26; evolves from : ;123.172;212.25;
213.26; evolves from : ;213.172;
225.26; evolves from : ;225.25;
237.26; evolves from : ;106.25;107.26;
243.26; evolves from : ;243.25;
249.26; evolves from : ;249.172;
250.26; evolves from : ;250.172;
254.26; evolves from : ;190.25;
262.26; evolves from : ;215.25;
264.26; evolves from : ;108.26;
267.26; evolves from : ;239.172;239.25;125.25;125.26;
268.26; evolves from : ;268.172;
271.26; evolves from : ;133.172;133.25;134.25;135.26;136.25;136.26;196.25;196.26;197.25;197.26;272.26;339.25;339.26;339.172;
288.26; evolves from : ;287.25;287.26;
296.26; evolves from : ;384.172;384.25;296.25;
299.26; evolves from : ;297.172;
309.26; evolves from : ;385.172;
313.26; evolves from : ;311.172;311.25;311.26;
331.26; evolves from : ;330.25;
332.26; evolves from : ;388.25;
333.26; evolves from : ;390.25;
334.26; evolves from : ;392.172;
349.26; evolves from : ;349.25;
352.26; evolves from : ;400.25;
356.26; evolves from : ;289.26;
374.26; evolves from : ;419.25;
379.26; evolves from : ;379.25;
420.26; evolves from : ;420.25;
20.28; evolves from : ;19.27;20.27;
28.28; evolves from : ;28.27;27.28;
31.28; evolves from : ;29.27;30.27;
34.28; evolves from : ;32.27;33.27;33.28;
38.28; evolves from : ;37.27;
53.28; evolves from : ;52.27;53.27;
57.28; evolves from : ;56.27;57.27;56.28;
59.28; evolves from : ;58.27;
65.28; evolves from : ;63.27;
80.28; evolves from : ;79.27;
94.28; evolves from : ;93.28;
101.28; evolves from : ;100.27;
134.28; evolves from : ;133.27;135.28;
136.28; evolves from : ;133.27;135.28;
139.28; evolves from : ;138.27;138.28;
154.28; evolves from : ;152.27;153.28;
196.28; evolves from : ;133.27;135.28;
197.28; evolves from : ;133.27;135.28;
199.28; evolves from : ;79.27;
210.28; evolves from : ;209.27;
229.28; evolves from : ;228.27;229.27;
237.28; evolves from : ;236.27;106.28;107.27;107.28;
263.28; evolves from : ;81.27;
271.28; evolves from : ;133.27;135.28;
272.28; evolves from : ;133.27;135.28;
284.28; evolves from : ;282.27;282.28;
287.28; evolves from : ;285.27;
288.28; evolves from : ;285.27;
289.28; evolves from : ;289.27;
302.28; evolves from : ;301.28;
313.28; evolves from : ;311.27;312.27;312.28;311.28;
326.28; evolves from : ;325.27;
339.28; evolves from : ;133.27;135.28;
356.28; evolves from : ;289.27;
22.31; evolves from : ;21.29;22.29;22.30;21.30;
24.31; evolves from : ;23.29;23.30;
31.31; evolves from : ;30.29;31.29;29.30;29.31;
45.31; evolves from : ;43.29;182.31;43.31;
47.31; evolves from : ;46.29;47.29;
49.31; evolves from : ;48.29;48.30;
59.31; evolves from : ;58.29;58.30;
62.31; evolves from : ;60.29;61.31;60.30;
76.31; evolves from : ;74.29;
85.31; evolves from : ;84.30;
97.31; evolves from : ;96.29;96.30;
103.31; evolves from : ;102.29;102.30;
106.31; evolves from : ;236.29;236.30;236.31;
107.31; evolves from : ;236.29;236.30;236.31;
121.31; evolves from : ;121.30;120.30;
127.31; evolves from : ;127.29;127.30;
134.31; evolves from : ;133.29;135.31;272.31;
136.31; evolves from : ;133.29;135.31;272.31;
171.31; evolves from : ;170.29;170.30;170.31;
181.31; evolves from : ;180.30;
184.31; evolves from : ;252.29;184.30;252.30;
186.31; evolves from : ;60.29;61.31;60.30;
196.31; evolves from : ;133.29;135.31;272.31;
197.31; evolves from : ;133.29;135.31;272.31;
201.31; evolves from : ;201.29;
210.31; evolves from : ;209.30;
212.31; evolves from : ;123.29;123.30;
214.31; evolves from : ;214.29;
230.31; evolves from : ;116.29;
237.31; evolves from : ;236.29;236.30;236.31;
264.31; evolves from : ;108.29;
265.31; evolves from : ;111.29;
271.31; evolves from : ;133.29;135.31;272.31;
288.31; evolves from : ;287.31;
313.31; evolves from : ;311.29;311.30;311.31;
324.31; evolves from : ;323.29;323.30;
339.31; evolves from : ;133.29;135.31;272.31;
356.31; evolves from : ;289.31;
369.31; evolves from : ;416.29;416.30;416.31;
24.34; evolves from : ;23.32;23.33;
34.34; evolves from : ;33.32;34.32;32.33;32.34;
38.34; evolves from : ;38.33;37.33;
40.34; evolves from : ;174.32;
47.34; evolves from : ;46.32;
49.34; evolves from : ;48.32;48.33;
53.34; evolves from : ;52.32;53.32;53.33;52.33;
80.34; evolves from : ;199.34;
97.34; evolves from : ;96.33;
103.34; evolves from : ;102.32;102.33;
105.34; evolves from : ;104.33;104.34;
136.34; evolves from : ;133.32;134.34;135.34;196.33;197.32;197.33;197.34;339.34;133.33;
143.34; evolves from : ;260.32;
162.34; evolves from : ;161.32;
186.34; evolves from : ;62.34;61.33;61.34;60.33;
192.34; evolves from : ;191.32;
195.34; evolves from : ;195.33;
196.34; evolves from : ;133.32;134.34;135.34;196.33;197.32;197.33;197.34;339.34;133.33;
212.34; evolves from : ;123.32;123.33;
219.34; evolves from : ;218.32;
265.34; evolves from : ;111.32;111.33;
271.34; evolves from : ;133.32;134.34;135.34;196.33;197.32;197.33;197.34;339.34;133.33;
272.34; evolves from : ;133.32;134.34;135.34;196.33;197.32;197.33;197.34;339.34;133.33;
289.34; evolves from : ;289.32;289.33;
313.34; evolves from : ;311.32;311.33;311.34;
333.34; evolves from : ;390.32;390.33;
352.34; evolves from : ;401.33;
356.34; evolves from : ;289.32;289.33;
369.34; evolves from : ;416.32;416.33;416.34;
370.34; evolves from : ;370.32;
381.34; evolves from : ;381.32;
3.36; evolves from : ;1.173;1.35;1.36;
12.36; evolves from : ;10.35;11.35;12.35;12.173;
22.36; evolves from : ;21.173;
28.36; evolves from : ;27.173;27.35;
31.36; evolves from : ;29.173;
34.36; evolves from : ;32.173;
45.36; evolves from : ;182.36;
53.36; evolves from : ;52.173;
55.36; evolves from : ;54.35;
62.36; evolves from : ;60.173;60.35;61.35;61.36;
71.36; evolves from : ;69.35;
76.36; evolves from : ;74.173;74.35;
87.36; evolves from : ;86.35;
105.36; evolves from : ;104.173;
121.36; evolves from : ;121.173;
122.36; evolves from : ;258.36;
130.36; evolves from : ;129.35;
134.36; evolves from : ;133.173;197.35;197.36;
135.36; evolves from : ;133.173;197.35;197.36;
136.36; evolves from : ;133.173;197.35;197.36;
145.36; evolves from : ;145.173;
186.36; evolves from : ;60.173;60.35;61.35;61.36;
196.36; evolves from : ;133.173;197.35;197.36;
201.36; evolves from : ;201.173;
205.36; evolves from : ;204.173;
208.36; evolves from : ;95.173;
212.36; evolves from : ;212.173;
217.36; evolves from : ;216.173;
229.36; evolves from : ;229.173;
244.36; evolves from : ;244.173;
264.36; evolves from : ;108.173;
271.36; evolves from : ;133.173;197.35;197.36;
272.36; evolves from : ;133.173;197.35;197.36;
281.36; evolves from : ;279.173;
289.36; evolves from : ;382.173;382.35;382.36;
299.36; evolves from : ;297.173;
333.36; evolves from : ;390.35;
334.36; evolves from : ;392.35;
339.36; evolves from : ;133.173;197.35;197.36;
340.36; evolves from : ;340.173;
354.36; evolves from : ;403.36;
356.36; evolves from : ;382.173;382.35;382.36;
357.36; evolves from : ;357.35;
360.36; evolves from : ;360.173;
369.36; evolves from : ;416.173;
383.36; evolves from : ;294.35;
20.38; evolves from : ;19.37;
28.38; evolves from : ;27.37;
31.38; evolves from : ;31.37;
34.38; evolves from : ;32.37;
40.38; evolves from : ;39.37;
53.38; evolves from : ;52.37;
62.38; evolves from : ;61.37;186.38;
87.38; evolves from : ;86.37;
99.38; evolves from : ;98.37;
101.38; evolves from : ;100.37;100.38;
115.38; evolves from : ;115.37;
122.38; evolves from : ;258.37;
132.38; evolves from : ;132.37;
136.38; evolves from : ;133.37;134.37;134.38;135.37;135.38;196.37;196.38;197.37;197.38;271.38;272.37;272.38;339.37;339.38;133.38;
149.38; evolves from : ;147.37;148.38;
166.38; evolves from : ;165.37;
168.38; evolves from : ;168.37;
169.38; evolves from : ;41.37;
182.38; evolves from : ;43.37;45.38;43.38;
185.38; evolves from : ;257.37;
192.38; evolves from : ;191.37;
199.38; evolves from : ;80.38;79.38;
234.38; evolves from : ;234.37;
242.38; evolves from : ;242.37;
254.38; evolves from : ;190.37;
263.38; evolves from : ;81.37;82.38;
278.38; evolves from : ;276.37;
288.38; evolves from : ;285.37;287.38;
293.38; evolves from : ;292.38;
300.38; evolves from : ;300.37;
324.38; evolves from : ;322.37;
329.38; evolves from : ;328.37;328.38;
334.38; evolves from : ;392.37;
354.38; evolves from : ;403.37;
3.40; evolves from : ;1.174;1.39;2.39;
18.40; evolves from : ;16.174;16.39;
20.40; evolves from : ;19.174;19.39;
24.40; evolves from : ;23.39;24.39;
26.40; evolves from : ;172.174;172.39;25.39;25.40;
31.40; evolves from : ;29.174;29.39;
38.40; evolves from : ;37.39;
40.40; evolves from : ;174.174;39.39;40.39;
45.40; evolves from : ;43.174;43.39;182.40;44.40;
62.40; evolves from : ;60.39;
68.40; evolves from : ;66.39;67.39;68.39;
71.40; evolves from : ;69.39;
80.40; evolves from : ;79.39;
97.40; evolves from : ;96.40;
101.40; evolves from : ;100.39;
106.40; evolves from : ;107.40;
119.40; evolves from : ;118.39;
122.40; evolves from : ;122.39;
124.40; evolves from : ;124.39;
127.40; evolves from : ;127.39;
135.40; evolves from : ;134.40;339.39;339.40;197.174;
136.40; evolves from : ;134.40;339.39;339.40;197.174;
141.40; evolves from : ;140.174;
157.40; evolves from : ;155.174;
169.40; evolves from : ;41.174;41.39;
171.40; evolves from : ;170.174;170.39;170.40;
184.40; evolves from : ;252.174;
186.40; evolves from : ;60.39;
192.40; evolves from : ;191.174;192.174;
195.40; evolves from : ;195.39;
196.40; evolves from : ;134.40;339.39;339.40;197.174;
197.40; evolves from : ;134.40;339.39;339.40;197.174;
199.40; evolves from : ;79.39;
206.40; evolves from : ;206.174;
